# ID   Z    G      R      I     
  12     0.2    25.0825    23.9654    23.5694   
  12     0.22   25.3907    24.2205    23.8122   
  12     0.24   25.6728    24.4566    24.0364   
  12     0.26   25.9354    24.6794    24.2469   
  12     0.28   26.1892    24.8923    24.4461   
  12     0.3    26.4388    25.0981    24.6365   
  12     0.32   26.6766    25.2954    24.823    
  12     0.34   26.9134    25.4786    25.0007   
  12     0.36   27.1285    25.6501    25.167    
  12     0.38   27.3188    25.8175    25.3269   
  12     0.4    27.4975    25.9815    25.4796   
  12     0.42   27.6701    26.15      25.6237   
  12     0.44   27.8389    26.3179    25.7595   
  12     0.46   27.9972    26.4883    25.891    
  12     0.48   28.1547    26.6567    26.0189   
  12     0.5    28.2983    26.8239    26.141    
  12     0.52   28.4326    26.9899    26.2606   
  12     0.54   28.5692    27.156     26.3808   
  12     0.56   28.7042    27.3189    26.502    
  12     0.58   28.833     27.475     26.6243   
  12     0.6    28.9566    27.6242    26.7459   
  12     0.62   29.0808    27.7658    26.8618   
  12     0.64   29.2077    27.9047    26.9729   
  12     0.66   29.3325    28.0453    27.0839   
  12     0.68   29.4484    28.1844    27.1935   
  12     0.7    29.5612    28.3211    27.3019   
  12     0.72   29.673     28.4575    27.4153   
  12     0.74   29.7844    28.5937    27.5359   
  12     0.76   29.892     28.7155    27.6566   
  12     0.78   29.9951    28.8269    27.7765   
  12     0.8    30.0931    28.9359    27.8975   
  12     0.82   30.1859    29.0361    28.0202   
  12     0.84   30.2752    29.135     28.1424   
  12     0.86   30.3611    29.231     28.2616   
  12     0.88   30.4383    29.3215    28.3787   
  12     0.9    30.509     29.4135    28.4942   
  12     0.92   30.573     29.5028    28.609    
  12     0.94   30.6309    29.5854    28.7179   
  12     0.96   30.689     29.669     28.8201   
  12     0.98   30.7472    29.7574    28.9233   
  12     1.0    30.806     29.8472    29.0295   
  12     1.02   30.8666    29.9337    29.1336   
  12     1.04   30.9266    30.0177    29.2328   
  12     1.06   30.98      30.0985    29.3278   
  12     1.08   31.0293    30.1769    29.4218   
  12     1.1    31.0773    30.2563    29.515    
  12     1.12   31.1227    30.3372    29.6031   
  12     1.14   31.1658    30.4177    29.6838   
  12     1.16   31.2071    30.4953    29.7598   
  12     1.18   31.2473    30.5713    29.8319   
  12     1.2    31.288     30.6479    29.9025   
  12     1.22   31.327     30.7245    29.9746   
  12     1.24   31.3621    30.7994    30.0454   
  12     1.26   31.3945    30.8729    30.1124   
  12     1.28   31.4268    30.9445    30.1785   
  12     1.3    31.4589    31.0145    30.2446   
  12     1.32   31.4904    31.0839    30.3089   
  12     1.34   31.5236    31.1523    30.3702   
  12     1.36   31.5586    31.2195    30.4312   
  12     1.38   31.5935    31.2864    30.4961   
  12     1.4    31.6272    31.3519    30.5646   
  12     1.42   31.6605    31.412     30.6339   
  12     1.44   31.6942    31.4651    30.7026   
  12     1.46   31.7284    31.5135    30.7701   
  12     1.48   31.7625    31.5578    30.8352   
  12     1.5    31.7965    31.5977    30.8992   
  12     1.52   31.8297    31.6363    30.9623   
  12     1.54   31.8627    31.6747    31.0241   
  12     1.56   31.8961    31.7128    31.0853   
  12     1.58   31.9303    31.7504    31.1453   
  12     1.6    31.9648    31.7895    31.204    
  12     1.62   31.9986    31.8286    31.2627   
  12     1.64   32.0318    31.8655    31.3207   
  12     1.66   32.0642    31.8983    31.3778   
  12     1.68   32.0956    31.9284    31.4346   
  12     1.7    32.1259    31.9576    31.4915   
  12     1.72   32.1553    31.9864    31.5488   
  12     1.74   32.1842    32.0131    31.6055   
  12     1.76   32.2123    32.0377    31.66     
  12     1.78   32.2395    32.062     31.7119   
  12     1.8    32.2656    32.0864    31.762    
  12     1.82   32.2909    32.1107    31.8118   
  12     1.84   32.3162    32.1348    31.8619   
  12     1.86   32.342     32.1583    31.9117   
  12     1.88   32.3681    32.1811    31.9605   
  12     1.9    32.3937    32.2028    32.0075   
  12     1.92   32.4182    32.2241    32.0515   
  12     1.94   32.4423    32.2455    32.0926   
  12     1.96   32.4674    32.2669    32.1304   
  12     1.98   32.4937    32.2878    32.1644   
  12     2.0    32.5206    32.3085    32.1955   
  12     2.02   32.5469    32.3303    32.2249   
  12     2.04   32.5724    32.3529    32.2538   
  12     2.06   32.598     32.3755    32.282    
  12     2.08   32.6238    32.3969    32.3093   
  12     2.1    32.6494    32.4174    32.3354   
  12     2.12   32.6745    32.4378    32.3604   
  12     2.14   32.6993    32.4585    32.3853   
  12     2.16   32.7243    32.4797    32.4105   
  12     2.18   32.7502    32.5011    32.4353   
  12     2.2    32.777     32.5225    32.4585   
  12     2.22   32.8043    32.5444    32.4795   
  12     2.24   32.8318    32.5663    32.4988   
  12     2.26   32.8593    32.5881    32.5171   
  12     2.28   32.8873    32.6099    32.5348   
  12     2.3    32.9164    32.6314    32.5521   
  12     2.32   32.947     32.6526    32.569    
  12     2.34   32.9794    32.6738    32.586    
  12     2.36   33.0133    32.6947    32.603    
  12     2.38   33.0475    32.7152    32.62     
  12     2.4    33.0807    32.7356    32.637    
  12     2.42   33.112     32.756     32.6537   
  12     2.44   33.1416    32.7765    32.6702   
  12     2.46   33.1719    32.7967    32.6864   
  12     2.48   33.2011    32.8167    32.7025   
  12     2.5    33.2299    32.8365    32.7188   
  12     2.52   33.2584    32.8568    32.7354   
  12     2.54   33.2873    32.8774    32.7525   
  12     2.56   33.3195    32.898     32.7696   
  12     2.58   33.3504    32.9183    32.7867   
  12     2.6    33.3826    32.9384    32.8034   
  12     2.62   33.4157    32.9585    32.8198   
  12     2.64   33.4488    32.9787    32.8367   
  12     2.66   33.4859    32.9988    32.8544   
  12     2.68   33.5188    33.0182    32.8729   
  12     2.7    33.5525    33.0372    32.8916   
  12     2.72   33.5876    33.0554    32.9098   
  12     2.74   33.6234    33.0727    32.9268   
  12     2.76   33.6651    33.0891    32.9425   
  12     2.78   33.7007    33.1051    32.9575   
  12     2.8    33.7362    33.1212    32.9721   
  12     2.82   33.7717    33.1377    32.9869   
  12     2.84   33.8072    33.1547    33.0027   
  12     2.86   33.8509    33.172     33.0192   
  12     2.88   33.8872    33.1893    33.0361   
  12     2.9    33.9245    33.2063    33.0526   
  12     2.92   33.9636    33.2228    33.0688   
  12     2.94   34.0041    33.2392    33.0848   
  12     2.96   34.0561    33.2557    33.1008   
  12     2.98   34.0985    33.2722    33.1168   
  12     3.0    34.141     33.2886    33.1328   
  13     0.0    -15.3091   -15.9612   -16.2354  
  13     0.02   19.2785    18.5976    18.3252   
  13     0.04   20.8566    20.1471    19.8745   
  13     0.06   21.8088    21.0734    20.7964   
  13     0.08   22.5107    21.748     21.4596   
  13     0.1    23.0811    22.2847    21.9825   
  13     0.12   23.5656    22.7301    22.4167   
  13     0.14   23.9979    23.1122    22.7858   
  13     0.16   24.3883    23.451     23.1087   
  13     0.18   24.7448    23.7533    23.3935   
  13     0.2    25.0762    24.0273    23.6526   
  13     0.22   25.3792    24.2798    23.8939   
  13     0.24   25.6563    24.5132    24.1168   
  13     0.26   25.9146    24.733     24.3258   
  13     0.28   26.1641    24.9429    24.5233   
  13     0.3    26.409     25.1454    24.7119   
  13     0.32   26.6412    25.3391    24.8962   
  13     0.34   26.8723    25.5188    25.0717   
  13     0.36   27.0829    25.6872    25.2358   
  13     0.38   27.2702    25.8514    25.3936   
  13     0.4    27.4467    26.0121    25.5443   
  13     0.42   27.6166    26.1764    25.6865   
  13     0.44   27.7807    26.3395    25.8203   
  13     0.46   27.9333    26.5048    25.9497   
  13     0.48   28.0833    26.6684    26.0755   
  13     0.5    28.2206    26.831     26.1954   
  13     0.52   28.3494    26.9927    26.3127   
  13     0.54   28.4794    27.1546    26.4304   
  13     0.56   28.6074    27.3133    26.549    
  13     0.58   28.7298    27.4655    26.6685   
  13     0.6    28.8474    27.6111    26.7869   
  13     0.62   28.9648    27.7495    26.8993   
  13     0.64   29.0837    27.8857    27.0073   
  13     0.66   29.2003    28.0235    27.1153   
  13     0.68   29.3091    28.1595    27.2218   
  13     0.7    29.4152    28.2926    27.3267   
  13     0.72   29.52      28.4254    27.4362   
  13     0.74   29.624     28.5581    27.5526   
  13     0.76   29.7245    28.6769    27.6689   
  13     0.78   29.8207    28.7863    27.784    
  13     0.8    29.9123    28.8935    27.9006   
  13     0.82   29.9992    28.9923    28.0193   
  13     0.84   30.0826    29.0891    28.138    
  13     0.86   30.1626    29.182     28.2542   
  13     0.88   30.2352    29.2689    28.3684   
  13     0.9    30.3026    29.3561    28.4812   
  13     0.92   30.3641    29.4405    28.5934   
  13     0.94   30.4203    29.5189    28.6999   
  13     0.96   30.4764    29.5979    28.8003   
  13     0.98   30.5325    29.681     28.9015   
  13     1.0    30.5888    29.7651    29.0052   
  13     1.02   30.6464    29.8463    29.1067   
  13     1.04   30.7034    29.9251    29.2035   
  13     1.06   30.7548    30.0009    29.2961   
  13     1.08   30.8028    30.0743    29.3878   
  13     1.1    30.8497    30.1481    29.4786   
  13     1.12   30.8943    30.2229    29.5641   
  13     1.14   30.9368    30.2973    29.6427   
  13     1.16   30.9775    30.3691    29.7169   
  13     1.18   31.0171    30.4395    29.7874   
  13     1.2    31.0571    30.5103    29.8561   
  13     1.22   31.0954    30.5809    29.9256   
  13     1.24   31.13      30.65      29.9932   
  13     1.26   31.1621    30.7177    30.0568   
  13     1.28   31.194     30.7837    30.119    
  13     1.3    31.2257    30.8484    30.1809   
  13     1.32   31.2566    30.9125    30.2412   
  13     1.34   31.2891    30.9756    30.2988   
  13     1.36   31.3233    31.0376    30.3561   
  13     1.38   31.3574    31.0991    30.4167   
  13     1.4    31.3903    31.1593    30.4803   
  13     1.42   31.4227    31.2149    30.5446   
  13     1.44   31.4554    31.2646    30.6084   
  13     1.46   31.4886    31.3101    30.6711   
  13     1.48   31.5218    31.352     30.7315   
  13     1.5    31.555     31.39      30.7907   
  13     1.52   31.5874    31.4269    30.8488   
  13     1.54   31.6196    31.4635    30.9056   
  13     1.56   31.6524    31.4998    30.9618   
  13     1.58   31.6857    31.5355    31.0169   
  13     1.6    31.7195    31.5723    31.0708   
  13     1.62   31.7527    31.609     31.1246   
  13     1.64   31.7853    31.6438    31.1779   
  13     1.66   31.8172    31.6752    31.2302   
  13     1.68   31.8481    31.7043    31.2824   
  13     1.7    31.8777    31.7325    31.3346   
  13     1.72   31.9064    31.7603    31.387    
  13     1.74   31.9346    31.7863    31.4387   
  13     1.76   31.9619    31.8105    31.4886   
  13     1.78   31.9884    31.8344    31.5362   
  13     1.8    32.0137    31.8584    31.5824   
  13     1.82   32.0383    31.8822    31.6283   
  13     1.84   32.0628    31.9058    31.6745   
  13     1.86   32.088     31.9289    31.7202   
  13     1.88   32.1135    31.9515    31.7651   
  13     1.9    32.1385    31.973     31.8083   
  13     1.92   32.1625    31.9942    31.8491   
  13     1.94   32.1861    32.0155    31.8874   
  13     1.96   32.2104    32.0367    31.923    
  13     1.98   32.236     32.0573    31.955    
  13     2.0    32.2621    32.0778    31.9844   
  13     2.02   32.2875    32.0991    32.0122   
  13     2.04   32.3122    32.1212    32.0396   
  13     2.06   32.337     32.1432    32.0665   
  13     2.08   32.362     32.1641    32.0926   
  13     2.1    32.3868    32.184     32.1175   
  13     2.12   32.4112    32.2038    32.1411   
  13     2.14   32.4352    32.2239    32.1645   
  13     2.16   32.4595    32.2444    32.1883   
  13     2.18   32.4846    32.265     32.2117   
  13     2.2    32.5104    32.2858    32.2338   
  13     2.22   32.5368    32.3069    32.2541   
  13     2.24   32.5634    32.328     32.2729   
  13     2.26   32.5899    32.349     32.2908   
  13     2.28   32.6169    32.37      32.3082   
  13     2.3    32.645     32.3906    32.3252   
  13     2.32   32.6746    32.4109    32.3418   
  13     2.34   32.7059    32.4312    32.3585   
  13     2.36   32.7388    32.4513    32.3752   
  13     2.38   32.7718    32.4709    32.3919   
  13     2.4    32.8039    32.4905    32.4085   
  13     2.42   32.8341    32.5102    32.4249   
  13     2.44   32.8625    32.53      32.4411   
  13     2.46   32.8917    32.5497    32.4571   
  13     2.48   32.9197    32.569     32.4729   
  13     2.5    32.9473    32.5884    32.489    
  13     2.52   32.9746    32.6081    32.5055   
  13     2.54   33.0023    32.6282    32.5223   
  13     2.56   33.0334    32.6483    32.5393   
  13     2.58   33.063     32.6682    32.5561   
  13     2.6    33.0939    32.688     32.5725   
  13     2.62   33.1256    32.7077    32.5887   
  13     2.64   33.1575    32.7275    32.6052   
  13     2.66   33.1934    32.7472    32.6224   
  13     2.68   33.2249    32.7663    32.6404   
  13     2.7    33.2571    32.7849    32.6586   
  13     2.72   33.2906    32.8028    32.6762   
  13     2.74   33.3249    32.8197    32.6926   
  13     2.76   33.3651    32.8358    32.7078   
  13     2.78   33.3993    32.8515    32.7222   
  13     2.8    33.4331    32.8672    32.7362   
  13     2.82   33.467     32.8833    32.7504   
  13     2.84   33.5005    32.8999    32.7655   
  13     2.86   33.5425    32.9167    32.7814   
  13     2.88   33.5767    32.9335    32.7976   
  13     2.9    33.6121    32.95      32.8134   
  13     2.92   33.6493    32.9662    32.8289   
  13     2.94   33.6881    32.9823    32.8442   
  13     2.96   33.7386    32.9984    32.8595   
  13     2.98   33.7794    33.0146    32.8748   
  13     3.0    33.8203    33.0307    32.8901   
  14     0.0    -15.2655   -15.8705   -16.131   
  14     0.02   19.3169    18.6866    18.4279   
  14     0.04   20.8903    20.2342    19.9757   
  14     0.06   21.8379    21.1583    20.8963   
  14     0.08   22.5354    21.8302    21.5581   
  14     0.1    23.1011    22.364     22.0797   
  14     0.12   23.5804    22.8066    22.5124   
  14     0.14   24.0072    23.186     22.88     
  14     0.16   24.392     23.5222    23.2016   
  14     0.18   24.7426    23.8219    23.4852   
  14     0.2    25.0677    24.0929    23.7431   
  14     0.22   25.3657    24.3423    23.9828   
  14     0.24   25.6381    24.5727    24.2041   
  14     0.26   25.8924    24.7893    24.4114   
  14     0.28   26.1382    24.9956    24.607    
  14     0.3    26.3792    25.1945    24.7934   
  14     0.32   26.6064    25.384     24.9751   
  14     0.34   26.8329    25.5598    25.1479   
  14     0.36   27.0402    25.7248    25.3094   
  14     0.38   27.2261    25.8855    25.4646   
  14     0.4    27.4016    26.0424    25.613    
  14     0.42   27.5698    26.202     25.7532   
  14     0.44   27.7304    26.3598    25.8846   
  14     0.46   27.8782    26.5194    26.0117   
  14     0.48   28.0218    26.6777    26.1352   
  14     0.5    28.154     26.8354    26.2526   
  14     0.52   28.2784    26.9927    26.3673   
  14     0.54   28.4031    27.1503    26.4822   
  14     0.56   28.5257    27.3049    26.5977   
  14     0.58   28.6432    27.4533    26.7142   
  14     0.6    28.7563    27.5954    26.8288   
  14     0.62   28.8687    27.7308    26.9373   
  14     0.64   28.9816    27.8649    27.0418   
  14     0.66   29.0922    28.0002    27.1466   
  14     0.68   29.1961    28.1336    27.2497   
  14     0.7    29.2976    28.2636    27.3505   
  14     0.72   29.3977    28.3935    27.4557   
  14     0.74   29.4968    28.5235    27.5673   
  14     0.76   29.5927    28.6402    27.6787   
  14     0.78   29.6847    28.7485    27.7887   
  14     0.8    29.7725    28.8548    27.9005   
  14     0.82   29.8561    28.9532    28.0152   
  14     0.84   29.9363    29.0489    28.1303   
  14     0.86   30.0133    29.1395    28.2435   
  14     0.88   30.0839    29.2234    28.3551   
  14     0.9    30.1502    29.3066    28.4655   
  14     0.92   30.2112    29.3869    28.5752   
  14     0.94   30.2672    29.4619    28.6797   
  14     0.96   30.323     29.5372    28.7787   
  14     0.98   30.3787    29.6157    28.8782   
  14     1.0    30.4343    29.695     28.9799   
  14     1.02   30.4908    29.7718    29.0795   
  14     1.04   30.5465    29.8465    29.1744   
  14     1.06   30.5974    29.9184    29.2652   
  14     1.08   30.6452    29.9879    29.3552   
  14     1.1    30.692     30.0575    29.4442   
  14     1.12   30.7365    30.1276    29.528    
  14     1.14   30.7791    30.1973    29.6052   
  14     1.16   30.82      30.2648    29.6783   
  14     1.18   30.8596    30.3312    29.7478   
  14     1.2    30.8993    30.3978    29.8155   
  14     1.22   30.9374    30.4642    29.883    
  14     1.24   30.9718    30.5291    29.9481   
  14     1.26   31.0038    30.5929    30.0089   
  14     1.28   31.0356    30.6552    30.0678   
  14     1.3    31.0671    30.7163    30.1263   
  14     1.32   31.0977    30.777     30.1832   
  14     1.34   31.1295    30.8368    30.2378   
  14     1.36   31.1629    30.8955    30.2921   
  14     1.38   31.1962    30.9538    30.3492   
  14     1.4    31.2283    31.0108    30.4086   
  14     1.42   31.2597    31.0639    30.4687   
  14     1.44   31.2914    31.112     30.5285   
  14     1.46   31.3236    31.1566    30.5874   
  14     1.48   31.3558    31.1977    30.6441   
  14     1.5    31.3879    31.2354    30.6995   
  14     1.52   31.4194    31.2723    30.7538   
  14     1.54   31.4508    31.3087    30.8068   
  14     1.56   31.4826    31.3449    30.8593   
  14     1.58   31.5151    31.3802    30.9107   
  14     1.6    31.548     31.4164    30.9611   
  14     1.62   31.5804    31.4524    31.0115   
  14     1.64   31.6122    31.4866    31.0613   
  14     1.66   31.6433    31.5179    31.1104   
  14     1.68   31.6735    31.5471    31.1593   
  14     1.7    31.7024    31.5755    31.2083   
  14     1.72   31.7304    31.6034    31.2574   
  14     1.74   31.7579    31.6296    31.3059   
  14     1.76   31.7845    31.6541    31.3528   
  14     1.78   31.8104    31.6783    31.3977   
  14     1.8    31.8351    31.7025    31.4415   
  14     1.82   31.8592    31.7265    31.4852   
  14     1.84   31.8832    31.7501    31.529    
  14     1.86   31.9079    31.7734    31.5724   
  14     1.88   31.9331    31.796     31.615    
  14     1.9    31.9577    31.8177    31.6562   
  14     1.92   31.9814    31.8389    31.6953   
  14     1.94   32.0048    31.8603    31.7324   
  14     1.96   32.0288    31.8814    31.7672   
  14     1.98   32.0539    31.9019    31.7987   
  14     2.0    32.0796    31.9222    31.8277   
  14     2.02   32.1047    31.9431    31.8554   
  14     2.04   32.129     31.9647    31.8827   
  14     2.06   32.1535    31.9862    31.9096   
  14     2.08   32.1782    32.0066    31.9358   
  14     2.1    32.2028    32.0259    31.9608   
  14     2.12   32.227     32.045     31.9845   
  14     2.14   32.2509    32.0643    32.0078   
  14     2.16   32.275     32.084     32.0314   
  14     2.18   32.2998    32.1038    32.0547   
  14     2.2    32.3255    32.1237    32.0769   
  14     2.22   32.3517    32.1439    32.0974   
  14     2.24   32.3781    32.1641    32.1165   
  14     2.26   32.4044    32.1843    32.1348   
  14     2.28   32.4312    32.2043    32.1525   
  14     2.3    32.4591    32.224     32.1698   
  14     2.32   32.4884    32.2434    32.1867   
  14     2.34   32.5195    32.2627    32.2036   
  14     2.36   32.552     32.2818    32.2205   
  14     2.38   32.5847    32.3006    32.2373   
  14     2.4    32.6165    32.3194    32.2539   
  14     2.42   32.6463    32.3383    32.2704   
  14     2.44   32.6746    32.3574    32.2866   
  14     2.46   32.7034    32.3763    32.3026   
  14     2.48   32.7311    32.395     32.3184   
  14     2.5    32.7584    32.4137    32.3345   
  14     2.52   32.7854    32.4328    32.3509   
  14     2.54   32.8129    32.4523    32.3676   
  14     2.56   32.8437    32.4717    32.3843   
  14     2.58   32.873     32.4911    32.4009   
  14     2.6    32.9035    32.5104    32.4171   
  14     2.62   32.9347    32.5296    32.433    
  14     2.64   32.9662    32.549     32.449    
  14     2.66   33.0018    32.5682    32.4657   
  14     2.68   33.033     32.5869    32.4831   
  14     2.7    33.0647    32.6052    32.5007   
  14     2.72   33.0977    32.6227    32.5177   
  14     2.74   33.1313    32.6394    32.5335   
  14     2.76   33.1712    32.6552    32.548    
  14     2.78   33.2048    32.6706    32.5617   
  14     2.8    33.2382    32.6861    32.575    
  14     2.82   33.2714    32.7019    32.5886   
  14     2.84   33.3044    32.7182    32.6029   
  14     2.86   33.3458    32.7348    32.618    
  14     2.88   33.3793    32.7514    32.6334   
  14     2.9    33.4141    32.7677    32.6484   
  14     2.92   33.4507    32.7837    32.6631   
  14     2.94   33.4889    32.7996    32.6776   
  14     2.96   33.5391    32.8157    32.6921   
  14     2.98   33.5794    32.8318    32.7066   
  14     3.0    33.6198    32.8479    32.7211   
  15     0.0    -15.2211   -15.7736   -16.0179  
  15     0.02   19.356     18.7814    18.539    
  15     0.04   20.9243    20.3269    20.0851   
  15     0.06   21.8673    21.2484    21.0041   
  15     0.08   22.56      21.9173    21.6643   
  15     0.1    23.1211    22.4478    22.1844   
  15     0.12   23.5951    22.8872    22.6151   
  15     0.14   24.0164    23.2637    22.9811   
  15     0.16   24.3955    23.5969    23.301    
  15     0.18   24.7403    23.8935    23.5834   
  15     0.2    25.0595    24.1614    23.8398   
  15     0.22   25.3527    24.4074    24.0777   
  15     0.24   25.6205    24.6343    24.2971   
  15     0.26   25.871     24.8474    24.5025   
  15     0.28   26.1135    25.05      24.6958   
  15     0.3    26.3507    25.2449    24.8797   
  15     0.32   26.5734    25.43      25.0584   
  15     0.34   26.7956    25.6015    25.2281   
  15     0.36   27.0       25.7629    25.3868   
  15     0.38   27.1844    25.9199    25.539    
  15     0.4    27.3591    26.073     25.6848   
  15     0.42   27.5259    26.2278    25.8228   
  15     0.44   27.6833    26.38      25.9516   
  15     0.46   27.8267    26.534     26.0761   
  15     0.48   27.9648    26.687     26.197    
  15     0.5    28.0924    26.8397    26.3117   
  15     0.52   28.2131    26.9927    26.4236   
  15     0.54   28.3333    27.1461    26.5354   
  15     0.56   28.4512    27.2967    26.6477   
  15     0.58   28.5645    27.4415    26.761    
  15     0.6    28.6738    27.5802    26.8716   
  15     0.62   28.782     27.7128    26.976    
  15     0.64   28.8901    27.8448    27.0768   
  15     0.66   28.9957    27.9778    27.1782   
  15     0.68   29.0957    28.1088    27.2778   
  15     0.7    29.1934    28.2359    27.3745   
  15     0.72   29.2898    28.3631    27.4753   
  15     0.74   29.385     28.4906    27.582    
  15     0.76   29.4773    28.6053    27.6884   
  15     0.78   29.566     28.7126    27.7933   
  15     0.8    29.6509    28.8182    27.9004   
  15     0.82   29.732     28.9162    28.0111   
  15     0.84   29.8098    29.0108    28.1228   
  15     0.86   29.8844    29.0994    28.2332   
  15     0.88   29.9536    29.1807    28.3423   
  15     0.9    30.019     29.2602    28.4502   
  15     0.92   30.0796    29.3368    28.5577   
  15     0.94   30.1355    29.4088    28.6603   
  15     0.96   30.1911    29.4808    28.7579   
  15     0.98   30.2465    29.5553    28.8559   
  15     1.0    30.3016    29.6305    28.9557   
  15     1.02   30.3571    29.7035    29.0534   
  15     1.04   30.4119    29.7746    29.1466   
  15     1.06   30.4624    29.8431    29.2357   
  15     1.08   30.5102    29.9094    29.3242   
  15     1.1    30.5569    29.9754    29.4115   
  15     1.12   30.6014    30.0417    29.4936   
  15     1.14   30.644     30.1074    29.5696   
  15     1.16   30.6849    30.1715    29.6417   
  15     1.18   30.7245    30.2345    29.7104   
  15     1.2    30.7641    30.2978    29.777    
  15     1.22   30.802     30.3607    29.8428   
  15     1.24   30.8363    30.4224    29.9056   
  15     1.26   30.8683    30.483     29.9639   
  15     1.28   30.9       30.5423    30.0199   
  15     1.3    30.9312    30.6007    30.0752   
  15     1.32   30.9615    30.6587    30.1292   
  15     1.34   30.993     30.716     30.1812   
  15     1.36   31.0258    30.7722    30.2329   
  15     1.38   31.0585    30.828     30.2868   
  15     1.4    31.0899    30.8826    30.3427   
  15     1.42   31.1206    30.9339    30.3991   
  15     1.44   31.1516    30.9807    30.4555   
  15     1.46   31.183     31.0245    30.5111   
  15     1.48   31.2145    31.0651    30.5647   
  15     1.5    31.2459    31.1026    30.6169   
  15     1.52   31.2767    31.1394    30.668    
  15     1.54   31.3074    31.1757    30.7179   
  15     1.56   31.3386    31.2117    30.7673   
  15     1.58   31.3703    31.2469    30.8157   
  15     1.6    31.4026    31.2826    30.8633   
  15     1.62   31.4344    31.3181    30.9109   
  15     1.64   31.4656    31.3519    30.958    
  15     1.66   31.4962    31.3831    31.0045   
  15     1.68   31.5258    31.4124    31.0509   
  15     1.7    31.5543    31.4409    31.0974   
  15     1.72   31.5818    31.4689    31.1439   
  15     1.74   31.6087    31.4952    31.1898   
  15     1.76   31.6349    31.5199    31.2343   
  15     1.78   31.6602    31.5443    31.2772   
  15     1.8    31.6846    31.5687    31.3191   
  15     1.82   31.7083    31.5928    31.361    
  15     1.84   31.732     31.6165    31.4031   
  15     1.86   31.7563    31.6398    31.4448   
  15     1.88   31.7811    31.6625    31.4856   
  15     1.9    31.8056    31.6843    31.5252   
  15     1.92   31.8291    31.7056    31.5631   
  15     1.94   31.8523    31.727     31.5993   
  15     1.96   31.876     31.7481    31.6334   
  15     1.98   31.9009    31.7685    31.6645   
  15     2.0    31.9263    31.7886    31.6933   
  15     2.02   31.9511    31.8093    31.7209   
  15     2.04   31.9752    31.8305    31.7481   
  15     2.06   31.9995    31.8516    31.7751   
  15     2.08   32.024     31.8715    31.8013   
  15     2.1    32.0484    31.8904    31.8264   
  15     2.12   32.0724    31.909     31.8501   
  15     2.14   32.0962    31.9277    31.8734   
  15     2.16   32.1202    31.9468    31.8969   
  15     2.18   32.1449    31.966     31.9201   
  15     2.2    32.1704    31.9853    31.9423   
  15     2.22   32.1964    32.0048    31.963    
  15     2.24   32.2227    32.0244    31.9824   
  15     2.26   32.2489    32.0438    32.0009   
  15     2.28   32.2756    32.0632    32.0189   
  15     2.3    32.3033    32.0822    32.0363   
  15     2.32   32.3325    32.1009    32.0534   
  15     2.34   32.3633    32.1195    32.0705   
  15     2.36   32.3956    32.138     32.0875   
  15     2.38   32.4281    32.1561    32.1044   
  15     2.4    32.4596    32.1743    32.1211   
  15     2.42   32.4892    32.1927    32.1377   
  15     2.44   32.5173    32.2111    32.1539   
  15     2.46   32.546     32.2296    32.1698   
  15     2.48   32.5734    32.2478    32.1857   
  15     2.5    32.6005    32.266     32.2017   
  15     2.52   32.6273    32.2846    32.218    
  15     2.54   32.6546    32.3036    32.2346   
  15     2.56   32.6852    32.3227    32.2512   
  15     2.58   32.7143    32.3417    32.2677   
  15     2.6    32.7444    32.3606    32.2837   
  15     2.62   32.7754    32.3795    32.2993   
  15     2.64   32.8066    32.3985    32.315    
  15     2.66   32.842     32.4174    32.3314   
  15     2.68   32.8728    32.4358    32.3483   
  15     2.7    32.9043    32.4538    32.3654   
  15     2.72   32.9368    32.4711    32.3819   
  15     2.74   32.9701    32.4876    32.3972   
  15     2.76   33.0096    32.5032    32.4112   
  15     2.78   33.0429    32.5184    32.4245   
  15     2.8    33.0759    32.5337    32.4373   
  15     2.82   33.1088    32.5493    32.4503   
  15     2.84   33.1413    32.5655    32.464    
  15     2.86   33.1823    32.5819    32.4786   
  15     2.88   33.2154    32.5983    32.4933   
  15     2.9    33.2497    32.6144    32.5078   
  15     2.92   33.2859    32.6303    32.5219   
  15     2.94   33.3238    32.6462    32.5358   
  15     2.96   33.3736    32.6621    32.5497   
  15     2.98   33.4136    32.6782    32.5637   
  15     3.0    33.4537    32.6943    32.5776   
  16     0.0    -15.1756   -15.6693   -15.8942  
  16     0.02   19.3958    18.8833    18.6603   
  16     0.04   20.9587    20.4262    20.2043   
  16     0.06   21.8969    21.3448    21.1214   
  16     0.08   22.5848    22.0101    21.7796   
  16     0.1    23.1411    22.5367    22.2978   
  16     0.12   23.6097    22.9725    22.7264   
  16     0.14   24.0255    23.3456    23.0904   
  16     0.16   24.399     23.6755    23.4084   
  16     0.18   24.7381    23.9688    23.6891   
  16     0.2    25.0515    24.233     23.9438   
  16     0.22   25.34      24.4753    24.1795   
  16     0.24   25.6035    24.6985    24.3968   
  16     0.26   25.8505    24.9076    24.5999   
  16     0.28   26.0897    25.1061    24.7906   
  16     0.3    26.3234    25.2966    24.9716   
  16     0.32   26.542     25.477     25.1469   
  16     0.34   26.7603    25.644     25.313    
  16     0.36   26.9619    25.8017    25.4684   
  16     0.38   27.1451    25.9548    25.6173   
  16     0.4    27.319     26.1039    25.7602   
